description,label_history,label_food,label_adventure,label_culture,label_nature,label_relaxation,label_shopping,label_nightlife,label_family,label_local_experience,label_luxury,label_budget_conscious,label_accessibility,label_early_riser,label_night_owl,label_off_beaten_path,label_instagram_worthy,label_needs_breaks,label_sustainable,label_vegetarian,label_group_activities
"I love exploring local cultures and soaking up the atmosphere, especially after dark – I'm definitely a night owl!  Finding places that are easy to get around and eco-friendly is a must for me, too.  I really prioritize experiences that are both fun and responsible.",0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
"I love traveling with my family, but I need a good amount of downtime to relax and recharge –  beach days are perfect!  I'm definitely an early bird, so we need a place that's easy to get around, even if we have to use a wheelchair sometimes.  Quiet mornings are key for a good family vacation.",0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"I love exploring nature, immersing myself in different cultures, and definitely need downtime to recharge after a busy day of sightseeing – maybe a quiet evening with a good book.  Group tours are fun, but I also appreciate some alone time to wander and soak it all in, plus I'm vegetarian, so finding veggie-friendly food is a must.",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
"We love exploring lesser-known corners of the world with our kids, always seeking out eco-friendly options and activities that let us connect with nature and each other.  

My family thrives on group adventures that get us off the well-trodden tourist trail and immersed in the natural beauty of a place, making sure to tread lightly on the environment.

I'm all about family travel experiences that are both sustainable and exciting;  we prefer unique, off-the-beaten-path locations where we can explore nature together and participate in group activities.",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
"I love exploring historical sites during the day, then soaking up the vibrant nightlife scene well into the night – I'm definitely a night owl!  My family and I also try to balance city adventures with getting out into nature; we love experiencing a place like a local, trying the authentic food and finding hidden gems.",1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"I love waking up with the sunrise to explore stunning natural landscapes – the more Instagram-worthy, the better!  Evenings are for delicious food and maybe a little family time before hitting the town for some vibrant nightlife.

My ideal trip balances breathtaking scenery with amazing food, family fun, and lively nights out. I'm definitely an early bird, so expect lots of sunrise photos!

I'm all about beautiful nature, incredible food experiences, and sharing them with my family.  But don't think we're just about hiking and picnics; I love finding cool bars and clubs with that perfect Instagram vibe!",0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
"We love exploring new cultures, experiencing the local life, and indulging in a bit of luxury while we're at it—  mixing vibrant nightlife with relaxing downtime is key for our family vacations.

My family and I crave authentic cultural immersion,  enjoying fine dining and sophisticated hotels but also seeking out lively markets and hidden gems; a good balance of relaxation and exciting nights out is essential.

For us, the perfect trip balances family time with exploring local customs,  finding those upscale restaurants and boutique hotels, but also making sure there's time to unwind and soak in the atmosphere – and maybe enjoy some amazing live music.",0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"I love exploring nature and immersing myself in local cultures, but I also need some downtime to relax and recharge.  Small group tours that are eco-friendly are perfect for me, and I'm always looking for ways to travel without breaking the bank.

I'm drawn to destinations rich in history and natural beauty, preferring to experience them sustainably and with a friendly group.  Relaxing on a beach after a day of exploring ancient ruins is my idea of a perfect vacation, as long as it doesn't cost a fortune.",0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"I'm a vegetarian, so finding delicious veggie options is a must for me, and I love exploring local markets – I could spend hours browsing unique crafts and spices!  Plus, I'm definitely a night owl; I thrive on the energy of a city after dark, soaking up the culture and atmosphere.

I adore discovering new cultures through their food and their art;  as a vegetarian, I'm always on the lookout for interesting plant-based dishes, and I love to shop for souvenirs that tell a story.  My ideal trip involves late nights exploring vibrant neighborhoods.",0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"I love finding peaceful spots in nature to unwind, but I also really enjoy exploring the local nightlife and soaking up the atmosphere – as long as it's all done responsibly and without breaking the bank!  I'm all about eco-friendly travel and getting the most out of my trip without spending a fortune.",0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"My ideal trip balances exciting nightlife with relaxing time in nature, ideally somewhere with upscale shopping and amazing vegetarian restaurants, so my family and I can enjoy a luxurious getaway.

I love exploring vibrant cities with bustling nightlife, but I also crave the tranquility of nature; plus,  good vegetarian food and high-end shopping are a must for a perfect family vacation.

We're looking for a luxurious experience—think beautiful scenery, fantastic vegetarian options, and maybe a little nightlife and shopping thrown in for good measure; most importantly, it needs to be a trip the whole family can enjoy.",0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
"I love exploring historical sites with my family, but we also need a good dose of nature and vibrant nightlife to keep things interesting;  I'm a night owl, so late-night strolls and lively bars are a must, and being vegetarian, I hope there will be plenty of delicious plant-based options wherever we go.",1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"I love exploring historical sites and immersing myself in local cultures,  but I'm always looking for unique adventures – preferably off the beaten path and without breaking the bank.  Good food is a must, and I try to support local businesses and sustainable tourism practices whenever possible.

I'm drawn to places rich in history and vibrant culture;  I prefer experiences that are authentic and affordable, and I prioritize ethical and environmentally friendly travel choices – delicious food is a big plus!


Give me history, culture, and a good dose of adventure,  but keep it budget-friendly and authentically local. I really try to minimize my environmental impact when I travel, and discovering great food is always part of the fun.",1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
"I love waking up with the sun to explore nature, grabbing a delicious local breakfast before spending the day hiking or swimming, then enjoying the vibrant nightlife and amazing food scene in the evening.  It's all about finding that perfect balance of relaxation and authentic cultural immersion for me.",0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"I love waking up before sunrise to catch the best light for photos – those stunning nature shots are my favorite kind to post on Instagram! But I also really enjoy a vibrant nightlife scene after a day exploring,  as long as it's easy to get around and everything is accessible.",0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
"My family and I love seeking out adventures, often staying up late to explore hidden gems and soak in the local culture—we're always looking for eco-friendly options, too.  We much prefer supporting local businesses and immersing ourselves in authentic experiences, even if it means a bit of a later start to the day.",0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
"I love exploring new cultures, especially when I can do it with a group –  there's nothing like a lively evening hike to a hidden temple followed by some late-night street food!  I'm definitely a night owl, and I find that's when I truly get to experience the pulse of a place.",0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"I love exploring new places, especially if there's a vibrant market scene to browse – I'm a total night owl, so I can easily soak it all in after dark!  Finding unique, sustainably made souvenirs is a must, and I always try to choose accessible options to ensure I can fully experience everything.  Plus, I'm always up for a good adventure, whether it's hiking a challenging trail or trying something completely new.",0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"I love exploring ancient ruins and vibrant nightlife,  but I also need a bit of luxurious relaxation and stunning scenery for the perfect Instagram shot; give me history, cocktails, and breathtaking nature views!",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"I love immersing myself in the local culture, trying all the delicious vegetarian street food, and finding those hidden gems that make for amazing Instagram posts.  It's all about unique experiences for me, really.

I'm all about experiencing a place authentically—the food, the culture, the vibe—and I'm a vegetarian, so finding great veggie dishes is key. Plus, I always want to capture my adventures in stunning photos for my feed!",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
"I love exploring a city's vibrant nightlife, indulging in delicious local food, and soaking up the history and culture – preferably in a luxurious, eco-friendly hotel, and I'm definitely a night owl, so late-night adventures are a must!",1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
"I love exploring historical sites, especially when I can share the experience with my family; we're usually up before sunrise to beat the crowds and make the most of our day, then we'll find a lively spot for dinner and drinks in the evening.  I also try to make conscious choices to support local businesses and minimize my environmental impact while traveling.",1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
"I love exploring new cultures with my family, experiencing the vibrant nightlife and rich history,  but always appreciate a touch of luxury and prefer to do it all with a great group;  I'm keen on truly immersive local experiences rather than tourist traps.

We're a family that thrives on adventure, soaking up history and culture, enjoying lively evenings out, and indulging in the finer things – all while making memories with our fellow travelers and getting off the beaten path.


My ideal trip blends historical sites with exciting nightlife,  involves my family and a lively group, offers luxurious accommodations, and includes opportunities to connect authentically with the local community.",1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
"I love exploring places steeped in history and vibrant culture, especially if there are some gorgeous, Instagram-worthy spots to capture the experience.  I also really try to travel sustainably, choosing eco-friendly options whenever possible.

I'm all about discovering the hidden historical gems and unique cultural experiences of a destination,  making sure to capture those amazing photo ops along the way, while being mindful of the environment.

For me, a perfect trip involves delving into the local culture and history, finding those picturesque, shareable moments, and leaving a minimal footprint.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"I love finding unique souvenirs and exploring hidden gems, especially after dark –  I'm always up for a late-night adventure, and I try to keep my trips affordable by seeking out local markets and experiences.",0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"I love exploring historical sites, but I also need downtime to relax and recharge – maybe a spa day or just lounging by the pool.  Then, of course, there's shopping and soaking up the atmosphere at night; I really enjoy a vibrant nightlife scene, but I need to be able to easily get around without too much hassle.",1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"I love exploring a city's nightlife, grabbing a drink or two, and soaking up the atmosphere, but I also need some downtime to recharge –  long days of sightseeing can be tiring!  Plus, I'm a vegetarian, so finding delicious veggie options is a must for me when I travel.

I'm all about vibrant food scenes and late nights out, but honestly, I need some quiet time in between to avoid burnout.  Good vegetarian restaurants are essential to a great trip for me.",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
"I love exploring historical sites, but I also need some downtime to relax and recharge – preferably somewhere beautiful and easily accessible, you know, the kind of place that'll get tons of likes on Instagram!  And of course, I'm always looking for a good deal.

I'm drawn to places steeped in history,  and while I appreciate a luxurious experience, I’m really trying to travel smart and find affordable options.  Plus, stunning views and easily accessible locations are a must for me –  gotta get that perfect Instagram shot!",1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"I love a luxurious getaway with my family, but we need some downtime during the day to recharge before hitting the shops and enjoying the vibrant nightlife – I’m definitely a night owl!",0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0
"I love exploring hidden gems and getting off the tourist trail,  savoring delicious local food, and unwinding with some chill time, but I also adore a lively night out with a group of friends – all without breaking the bank, of course!",0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
"I love exploring local markets for fresh ingredients and trying authentic dishes, and I'm always up before sunrise to catch the best light and beat the crowds.  Experiencing the vibrant culture, from museums to street art, is a must, but I also appreciate a lively evening scene, especially if it involves a sustainable venue supporting local artists.

I'm a morning person who prioritizes eco-friendly choices when I travel; I adore immersing myself in a new city's unique character – from its delicious food to its nightlife and cultural gems.",0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
"My ideal trip involves exploring new cultures with my family, indulging in delicious local food, and doing it all sustainably; I love experiencing luxury, but I also prefer group activities to solo adventures.

We love discovering unique places,  savoring amazing meals together as a family, and immersing ourselves in local traditions— all while making responsible travel choices.  A bit of pampering along the way is always a bonus!

I'm all about family adventures that are both luxurious and culturally enriching, with a focus on sustainable practices and shared experiences;  good food is essential, of course!",0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
"I love experiencing different cultures and sharing those adventures with my family, but we're always looking for affordable options that work for everyone, including my wheelchair.  We prioritize immersive cultural experiences over luxury, focusing on accessible and budget-friendly choices.",0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"I love exploring lesser-known places, immersing myself in local cultures and trying authentic foods;  give me history, stunning natural landscapes, and a sustainable travel experience any day!

I'm drawn to places with rich history and vibrant cultures, but I much prefer to avoid the tourist traps and find those hidden gems where nature thrives—the more sustainable, the better!

For me, a perfect trip involves delicious, local food, fascinating historical sites, and breathtaking natural beauty, ideally somewhere off the well-trodden path, with a minimal impact on the environment.",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"I love exploring ancient ruins and soaking up the local atmosphere;  I'm a night owl who's always up for a late-night market crawl and then some relaxing time on the beach, followed by browsing unique shops.  Finding those hidden gems and truly off-the-beaten-path experiences is what makes a trip special for me.",1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"My ideal vacation involves exploring new cultures with my family, but we definitely need downtime built in—I'm not one for go-go-go trips.  We need somewhere accessible, too, since my mom uses a wheelchair.  A relaxing beach vacation with opportunities to learn about local traditions would be perfect!",0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"I love exploring ancient ruins and soaking up the local atmosphere,  but I also need downtime to recharge after a busy day of sightseeing and delicious food explorations.  I'm usually up with the sun, ready to hike through stunning landscapes and discover hidden cultural gems before the crowds arrive.  Give me a good breakfast and a breathtaking view, and I'm happy.",1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"I love exploring historical sites, especially when they're surrounded by stunning natural beauty –  give me ancient ruins overlooking a lush valley any day!  Finding affordable places to stay and eat is a must for me, and luckily, I'm pretty happy with simple vegetarian meals.

I'm drawn to places rich in history and steeped in nature; exploring ancient temples in a jungle setting is my idea of a perfect trip.  Since I travel on a shoestring, I prioritize budget-friendly accommodations and delicious veggie-centric food.",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"I love exploring vibrant nightlife, but I also need my downtime –  a family vacation needs a good mix of relaxation and exciting activities, and I always try to find sustainable options for shopping and souvenirs.  I'm definitely a night owl, so late-night strolls and markets are a must!

Another option:  My ideal trip balances family fun with relaxing beach days, and I love hitting the shops for unique finds – ideally ones that are ethically sourced. Plus, I thrive on the energy of a bustling city at night; I’m not one for early bedtimes!",0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
"I love waking up with the sunrise to explore nature trails before the crowds arrive, then spending the afternoon browsing local markets for unique souvenirs with my family – we always try to find affordable, delicious vegetarian options for lunch!

Another option:  My family and I are early risers who adore beautiful scenery; we'll happily hike all day, but need to keep things budget-friendly, so we pack our own vegetarian lunches and look for good deals on unique gifts.",0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0
"I love exploring historical sites and immersing myself in the local culture;  I'm always looking for unique experiences off the beaten path, preferably with vegetarian options, and places that are easy to get around in.

I really prioritize experiencing a place like a local would, sampling the street food (vegetarian, please!), visiting historical sites, and making sure everything's accessible for my wheelchair.

History and culture are incredibly important to me when I travel.  I’m a vegetarian and need to make sure locations are accessible, but most importantly, I want to connect with the local community and their way of life.",1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"I love exploring nature, finding amazing local markets to shop in, and then sharing those incredible Instagram-worthy moments with friends on a guided hike!  Or, maybe a cooking class followed by a hike to a stunning viewpoint – that’s the perfect blend of adventure, culture and amazing photos.",0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
"I love exploring lesser-known historical sites and waking up early to beat the crowds, grabbing a cheap but delicious local breakfast before immersing myself in the culture.  Then, after a day of sightseeing, I'm happy to find a quiet, affordable place to eat dinner and maybe enjoy some low-key live music.


I'm all about experiencing authentic cultures, especially the history –  give me ancient ruins over flashy nightclubs any day! I prefer to travel on a shoestring, finding hidden gems and unique food stalls rather than tourist traps.",1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
"I love exploring local markets and trying new vegetarian dishes – the food scene is a huge part of any trip for me!  I also really enjoy finding those stunning, Instagram-worthy spots, and then balancing it all out with some relaxing downtime by the beach or pool.  Shopping for unique souvenirs is a must, too.",0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"My ideal vacation involves stunning natural scenery – think breathtaking hikes and charming coastal towns –  that I can share with my family, all while keeping things affordable.  We definitely need some downtime to relax and recharge, but I also love finding those picture-perfect spots for Instagram.

I love exploring nature with my family, but we're always looking for ways to keep costs down.  Plus,  a little R&R is essential, and it's always a bonus when the views are Instagram-worthy!

We're a family who craves beautiful natural landscapes;  we need time to unwind, and beautiful places make for perfect photos.  Finding a balance between amazing experiences and a reasonable budget is key for us.",0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
"I love finding unique souvenirs and exploring new places, especially when I can share the experience with others – plus, I'm always on the lookout for that perfect Instagram shot!  It's all about making memories without breaking the bank.

I'm a big fan of adventurous group trips; I love the thrill of exploring hidden gems and grabbing amazing deals along the way while snapping tons of pics for the 'gram!",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"I love exploring lesser-known spots, immersing myself in local food scenes, and connecting with nature – preferably while hiking with a group and enjoying the vibrant nightlife afterward.  Sustainable travel is a must for me; it's all about mindful experiences.",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
"I love exploring ancient ruins and museums, then hitting up vibrant bars and live music venues at night;  I'm a vegetarian, so finding good veggie options is a must, and  easy access to everything is really important to me as I use a wheelchair.

I'm all about soaking up the local culture –  the history, the food (vegetarian, please!), the nightlife – but I need places that are easy to get around in.",1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
"I love exploring historical sites and being out in nature, ideally somewhere I can find affordable, eco-friendly options.  

I'm drawn to places rich in history, but I also crave the tranquility of nature;  finding vegetarian food that doesn't break the bank is a must for me.

Give me ancient ruins nestled in a beautiful, unspoiled landscape, and a guesthouse rather than a luxury hotel—that's my kind of trip!",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
"I love exploring vibrant cultures, especially after dark –  I'm a total night owl who appreciates a luxurious experience, and I always try to choose eco-friendly options when I travel.

I'm drawn to cities with buzzing nightlife and rich cultural scenes; give me a five-star hotel with a commitment to sustainability any day.

Late nights spent discovering hidden cultural gems, all while enjoying the finer things in life – that's my idea of a perfect trip.",0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
"I love exploring amazing natural landscapes, but I also really enjoy a good shopping spree – ideally, finding unique, locally-made items.  I'm happiest when I'm doing it all with a fun group of people, and I always try to make sustainable choices wherever I go.

I’m drawn to places with stunning scenery, and I always try to find ways to support local businesses and artisans while I’m there;  joining group tours is a great way to experience all that and meet new people.",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"I love exploring historical sites, but I also need downtime to relax and recharge – maybe a long soak in a bath after a day of wandering around antique shops.  Getting to experience the local culture and nightlife is a must, and everything needs to be easily accessible since I use a wheelchair.",1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"I'm an early bird, so I love hitting the local markets before the crowds arrive to snag unique souvenirs;  I'm always on the hunt for Instagram-worthy shots of the amazing cultural sights I discover.  I really prioritize immersing myself in the local culture,  and shopping is a big part of that for me.",0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
"I love exploring local markets and finding unique souvenirs – shopping's a big part of my trips!  But I also need downtime to recharge,  so I plan my sightseeing carefully and always make time for relaxing evenings. I'm really interested in history and local customs; experiencing the culture is what makes a trip memorable for me.  A bit of luxury isn't a necessity; I'm happy to find affordable options.",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"I love exploring historical sites before the crowds arrive, then soaking up the local culture and finding unique souvenirs—all while keeping an eye on my spending.  Later, I'll check out the nightlife and grab some amazing, Instagram-worthy photos of the city at night.",1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0
"My family and I love exploring new cultures and historical sites, but we're always looking for affordable group tours that let us relax and enjoy the experience without breaking the bank.  We also prefer restaurants with plenty of delicious vegetarian options.

We're a family that values both relaxing vacations and enriching cultural experiences, especially historical places;  finding budget-friendly group activities is key for us.  And, of course, I need lots of veggie choices on the menu!


I'm all about soaking up history and culture with my family – we’re a pretty relaxed bunch, love doing things together, and we're always on the lookout for good value for money; vegetarian food is a must for us, too.",1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
"I'm a vegetarian, so finding delicious veggie options is a must for me, and I love exploring local markets –  I always find the most Instagram-worthy shots there!  I'm definitely an early bird; I'm happiest hitting the shops before the crowds arrive.


I adore trying new vegetarian dishes and snapping pics of them for my Instagram.  Sunrise is my favorite time to explore a new city, ideally hitting the best markets before they get too busy.",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
"I love trying new foods and finding those perfect Instagram-worthy spots, but I also need downtime to relax by the pool –  a good mix of activity and chill is key for me, plus a fun nightlife scene to explore after a day of shopping!",0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
"I'm definitely a night owl – I love exploring vibrant nightlife scenes and grabbing late-night eats, but I'm always on the lookout for hidden gems and local spots that don't break the bank.  Finding delicious, authentic food is a must for me, even if it means venturing off the well-trodden tourist paths.",0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
"I love exploring historical sites, especially when I can bring my family along – it’s a great way to create lasting memories!  We always try to shop locally and support sustainable businesses, and I'm usually up before sunrise to squeeze in as much adventure as possible before the crowds arrive.

I'm an early bird who adores history;  a good family vacation involves exploring ancient ruins and quaint local markets, all while making sure our choices are environmentally friendly.  The thrill of the adventure is a must too!",1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"I love exploring hidden gems, finding vibrant nightlife in unexpected places, and soaking up the local culture – all while keeping things affordable.  Give me bustling markets, ancient ruins, and a good street food scene any day!",0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"I love starting my day early to catch the sunrise and get the best light for those Instagram-worthy photos, then relaxing by the pool with a good book and delicious local food before spending the afternoon with my family.  We always try to find places with amazing food scenes!",0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
"I love immersing myself in the local culture, waking up early to catch the sunrise over stunning natural landscapes with my family, and always seek out authentic experiences –  plus, I need things to be easily accessible for everyone.

My ideal trip balances exploring ancient ruins and vibrant markets with hikes through breathtaking scenery, all while making sure we can get around comfortably as a family; I'm usually up before the sun, ready to go!

We're a family that prioritizes unique cultural experiences and getting out in nature, so our vacations involve early starts to maximize our time and ensure everything is convenient for everyone.",0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
"I love exploring new cultures, but I also need my downtime—think luxurious spas and quiet evenings after a day of sightseeing, ideally somewhere eco-friendly and stunning enough for some killer Instagram shots.

I'm all about immersive cultural experiences, preferably in beautiful, sustainable locations;  I appreciate a touch of luxury, naturally, and I always make sure to capture the most Insta-worthy moments.

Give me a gorgeous, eco-conscious hotel in a vibrant city with plenty of history and unique experiences, and I'm in heaven!  The photos will be amazing, and so will the relaxation.",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"I love waking up before sunrise to catch the best light for photos – those stunning nature shots are worth getting up early for!  Exploring local cultures and finding hidden gems is a must, but I always try to do it without breaking the bank.",0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
"I love exploring historical sites and soaking up the local culture, but I also need downtime throughout the day to recharge –  a good meal and some souvenir shopping always helps!  I'm definitely an early bird, and I try to travel on a shoestring, so finding affordable options is key for me.",1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"I love waking up early to catch the sunrise over stunning natural landscapes, exploring hidden trails and getting a truly local experience with my family—we're all about immersing ourselves in the culture and relaxing after a day of adventure.  Or,  My family and I are early birds who adore exploring less-traveled paths; we're always seeking out unique cultural experiences in nature and prioritizing relaxation.",0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
"My family and I love exploring historical sites, but we try to do it responsibly, seeking out eco-friendly options and vegetarian-friendly restaurants along the way.  We also really appreciate a pretty view for the 'gram!

I'm all about immersing my family in history,  preferably in places that are both stunning and sustainable; finding delicious vegetarian food is a must for us too.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
"We love exploring new places as a family, always seeking out exciting adventures, but we're also mindful of keeping things affordable and making sure everywhere we go is easy to get around for everyone.",0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"I love waking up early to catch the sunrise over a stunning natural landscape, then spending the afternoon unwinding before heading out for a delicious vegetarian meal and exploring the local nightlife – all while trying to be mindful of my environmental impact.

Or: I'm an early bird who enjoys peaceful nature walks and quiet mornings, but I also appreciate a vibrant nightlife and delicious vegetarian food;  I always try to choose eco-friendly options when I travel.

Or:  Give me a beautiful, sustainable resort near some amazing nature, a fantastic vegetarian restaurant nearby, and a lively bar scene for the evenings, and I'm happy.  I'm usually up before sunrise anyway.",0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
I love finding those hidden gems most tourists miss – somewhere I can chill out during the day and then explore the local nightlife scene without breaking the bank.  I'm all about unique experiences and good vibes on a shoestring.,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"I love exploring historical sites, but I also need some downtime to recharge after a busy day of sightseeing and shopping – and let's be honest, a good night out is essential!  I'm always looking for the best deals, so finding affordable fun is a must.",1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"I love exploring historical sites, but I also want to experience the local nightlife and maybe do some adventurous activities – all while keeping things affordable and eco-friendly.  Finding accessible options is a must for me, so I'm always looking for places that are easy to get around and don't break the bank.",1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
"I love exploring new places with my family, finding unique souvenirs, and unwinding on the beach – all without breaking the bank!  We're a pretty active bunch, so group tours and activities are perfect for us, and I always seek out delicious vegetarian options.

My ideal trip involves relaxing downtime, good quality time with the kids, plus some fun shopping for local crafts, all within a reasonable budget, of course.  We prefer to do things as a group, and I'm always on the lookout for tasty veggie-friendly meals.",0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1
"I love exploring historical sites, grabbing unique souvenirs, and relaxing on the beach with my family – all while keeping an eye on the cost, of course!  Finding those perfect Instagram-worthy spots is a bonus.

My ideal trip balances exploring ancient ruins with some serious souvenir shopping, plenty of downtime for family fun, and of course, capturing it all for the 'gram without breaking the bank.

We're a family that loves history and beautiful scenery; we like to find reasonably priced accommodation and charming local markets where we can pick up some unique treasures to remember the trip by.  We're not into fancy five-star hotels, but we do appreciate a good view!",1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
"My family and I love exploring new places, seeking out unique local experiences and maybe a little luxury along the way; we also really enjoy a good shopping spree to bring home some souvenirs!

We're all about immersing ourselves in the local culture – trying the street food, visiting local markets, the whole shebang – but we also appreciate a bit of pampering and high-end experiences when we can.  Shopping is a must for us on every trip, and family time is the most important part of any vacation.

I prioritize family time while traveling, and we always look for authentic local experiences – a mix of cultural immersion and luxurious touches.  Plus, finding unique treasures while shopping in local markets is a huge part of our travel adventures.",0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"We love exploring historical sites, but we're always looking for deals –  a good mix of sightseeing and souvenir shopping with the kids is our ideal vacation.  Finding places that are easy to get around with a stroller is a must for us, too.",1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"We love exploring new places as a family,  always seeking out unique adventures, and we definitely appreciate a touch of luxury along the way;  group tours are perfect for us because it combines the best of both worlds.",0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
